"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HUR","TOT","PC_LF","M","1993-03",10.85708,
"AUS","HUR","TOT","PC_LF","M","1993-04",10.76698,
"AUS","HUR","TOT","PC_LF","M","1993-05",10.78558,
"AUS","HUR","TOT","PC_LF","M","1993-06",10.99475,
"AUS","HUR","TOT","PC_LF","M","1993-07",10.9342,
"AUS","HUR","TOT","PC_LF","M","1993-08",10.98237,
"AUS","HUR","TOT","PC_LF","M","1993-09",10.74144,
"AUS","HUR","TOT","PC_LF","M","1993-10",10.95678,
"AUS","HUR","TOT","PC_LF","M","1993-11",10.94841,
"AUS","HUR","TOT","PC_LF","M","1993-12",10.75549,
"AUS","HUR","TOT","PC_LF","M","1994-01",10.56774,
"AUS","HUR","TOT","PC_LF","M","1994-02",10.39857,
"AUS","HUR","TOT","PC_LF","M","1994-03",10.35266,
"AUS","HUR","TOT","PC_LF","M","1994-04",10.06282,
"AUS","HUR","TOT","PC_LF","M","1994-05",9.766078,
"AUS","HUR","TOT","PC_LF","M","1994-06",9.821057,
"AUS","HUR","TOT","PC_LF","M","1994-07",9.626558,
"AUS","HUR","TOT","PC_LF","M","1994-08",9.443864,
"AUS","HUR","TOT","PC_LF","M","1994-09",9.352786,
"AUS","HUR","TOT","PC_LF","M","1994-10",9.091987,
"AUS","HUR","TOT","PC_LF","M","1994-11",9.142306,
"AUS","HUR","TOT","PC_LF","M","1994-12",8.934511,
"AUS","HUR","TOT","PC_LF","M","1995-01",8.855581,
"AUS","HUR","TOT","PC_LF","M","1995-02",8.822949,
"AUS","HUR","TOT","PC_LF","M","1995-03",8.616161,
"AUS","HUR","TOT","PC_LF","M","1995-04",8.26702,
"AUS","HUR","TOT","PC_LF","M","1995-05",8.47393,
"AUS","HUR","TOT","PC_LF","M","1995-06",8.353849,
"AUS","HUR","TOT","PC_LF","M","1995-07",8.423766,
"AUS","HUR","TOT","PC_LF","M","1995-08",8.319089,
"AUS","HUR","TOT","PC_LF","M","1995-09",8.36149,
"AUS","HUR","TOT","PC_LF","M","1995-10",8.57442,
"AUS","HUR","TOT","PC_LF","M","1995-11",8.451273,
"AUS","HUR","TOT","PC_LF","M","1995-12",8.143392,
"AUS","HUR","TOT","PC_LF","M","1996-01",8.452371,
"AUS","HUR","TOT","PC_LF","M","1996-02",8.326262,
"AUS","HUR","TOT","PC_LF","M","1996-03",8.42028,
"AUS","HUR","TOT","PC_LF","M","1996-04",8.578004,
"AUS","HUR","TOT","PC_LF","M","1996-05",8.413647,
"AUS","HUR","TOT","PC_LF","M","1996-06",8.254755,
"AUS","HUR","TOT","PC_LF","M","1996-07",8.566081,
"AUS","HUR","TOT","PC_LF","M","1996-08",8.72054,
"AUS","HUR","TOT","PC_LF","M","1996-09",8.574962,
"AUS","HUR","TOT","PC_LF","M","1996-10",8.758695,
"AUS","HUR","TOT","PC_LF","M","1996-11",8.469781,
"AUS","HUR","TOT","PC_LF","M","1996-12",8.629937,
"AUS","HUR","TOT","PC_LF","M","1997-01",8.566348,
"AUS","HUR","TOT","PC_LF","M","1997-02",8.702111,
"AUS","HUR","TOT","PC_LF","M","1997-03",8.591511,
"AUS","HUR","TOT","PC_LF","M","1997-04",8.567754,
"AUS","HUR","TOT","PC_LF","M","1997-05",8.546761,
"AUS","HUR","TOT","PC_LF","M","1997-06",8.330997,
"AUS","HUR","TOT","PC_LF","M","1997-07",8.588234,
"AUS","HUR","TOT","PC_LF","M","1997-08",8.46415,
"AUS","HUR","TOT","PC_LF","M","1997-09",8.066668,
"AUS","HUR","TOT","PC_LF","M","1997-10",8.032429,
"AUS","HUR","TOT","PC_LF","M","1997-11",7.986042,
"AUS","HUR","TOT","PC_LF","M","1997-12",7.909741,
"AUS","HUR","TOT","PC_LF","M","1998-01",7.864801,
"AUS","HUR","TOT","PC_LF","M","1998-02",7.771848,
"AUS","HUR","TOT","PC_LF","M","1998-03",7.882696,
"AUS","HUR","TOT","PC_LF","M","1998-04",7.603141,
"AUS","HUR","TOT","PC_LF","M","1998-05",7.764178,
"AUS","HUR","TOT","PC_LF","M","1998-06",7.832101,
"AUS","HUR","TOT","PC_LF","M","1998-07",7.973785,
"AUS","HUR","TOT","PC_LF","M","1998-08",7.75451,
"AUS","HUR","TOT","PC_LF","M","1998-09",7.63277,
"AUS","HUR","TOT","PC_LF","M","1998-10",7.313021,
"AUS","HUR","TOT","PC_LF","M","1998-11",7.625817,
"AUS","HUR","TOT","PC_LF","M","1998-12",7.183055,
"AUS","HUR","TOT","PC_LF","M","1999-01",7.118154,
"AUS","HUR","TOT","PC_LF","M","1999-02",7.114558,
"AUS","HUR","TOT","PC_LF","M","1999-03",7.012059,
"AUS","HUR","TOT","PC_LF","M","1999-04",6.978878,
"AUS","HUR","TOT","PC_LF","M","1999-05",7.024371,
"AUS","HUR","TOT","PC_LF","M","1999-06",6.653166,
"AUS","HUR","TOT","PC_LF","M","1999-07",6.674592,
"AUS","HUR","TOT","PC_LF","M","1999-08",6.905206,
"AUS","HUR","TOT","PC_LF","M","1999-09",7.040644,
"AUS","HUR","TOT","PC_LF","M","1999-10",6.775803,
"AUS","HUR","TOT","PC_LF","M","1999-11",6.439383,
"AUS","HUR","TOT","PC_LF","M","1999-12",6.683922,
"AUS","HUR","TOT","PC_LF","M","2000-01",6.766695,
"AUS","HUR","TOT","PC_LF","M","2000-02",6.618544,
"AUS","HUR","TOT","PC_LF","M","2000-03",6.564479,
"AUS","HUR","TOT","PC_LF","M","2000-04",6.375787,
"AUS","HUR","TOT","PC_LF","M","2000-05",6.413796,
"AUS","HUR","TOT","PC_LF","M","2000-06",6.114873,
"AUS","HUR","TOT","PC_LF","M","2000-07",5.953515,
"AUS","HUR","TOT","PC_LF","M","2000-08",6.050836,
"AUS","HUR","TOT","PC_LF","M","2000-09",5.962566,
"AUS","HUR","TOT","PC_LF","M","2000-10",6.009264,
"AUS","HUR","TOT","PC_LF","M","2000-11",6.261082,
"AUS","HUR","TOT","PC_LF","M","2000-12",6.24338,
"AUS","HUR","TOT","PC_LF","M","2001-01",6.13829,
"AUS","HUR","TOT","PC_LF","M","2001-02",6.501245,
"AUS","HUR","TOT","PC_LF","M","2001-03",6.458137,
"AUS","HUR","TOT","PC_LF","M","2001-04",6.781712,
"AUS","HUR","TOT","PC_LF","M","2001-05",6.892288,
"AUS","HUR","TOT","PC_LF","M","2001-06",6.932689,
"AUS","HUR","TOT","PC_LF","M","2001-07",6.879254,
"AUS","HUR","TOT","PC_LF","M","2001-08",6.880381,
"AUS","HUR","TOT","PC_LF","M","2001-09",6.841011,
"AUS","HUR","TOT","PC_LF","M","2001-10",7.192899,
"AUS","HUR","TOT","PC_LF","M","2001-11",6.882626,
"AUS","HUR","TOT","PC_LF","M","2001-12",6.860786,
"AUS","HUR","TOT","PC_LF","M","2002-01",6.913768,
"AUS","HUR","TOT","PC_LF","M","2002-02",6.535764,
"AUS","HUR","TOT","PC_LF","M","2002-03",6.429721,
"AUS","HUR","TOT","PC_LF","M","2002-04",6.344845,
"AUS","HUR","TOT","PC_LF","M","2002-05",6.371855,
"AUS","HUR","TOT","PC_LF","M","2002-06",6.495572,
"AUS","HUR","TOT","PC_LF","M","2002-07",6.179058,
"AUS","HUR","TOT","PC_LF","M","2002-08",6.348664,
"AUS","HUR","TOT","PC_LF","M","2002-09",6.311519,
"AUS","HUR","TOT","PC_LF","M","2002-10",6.127766,
"AUS","HUR","TOT","PC_LF","M","2002-11",6.161748,
"AUS","HUR","TOT","PC_LF","M","2002-12",6.181632,
"AUS","HUR","TOT","PC_LF","M","2003-01",6.081089,
"AUS","HUR","TOT","PC_LF","M","2003-02",5.954366,
"AUS","HUR","TOT","PC_LF","M","2003-03",6.130724,
"AUS","HUR","TOT","PC_LF","M","2003-04",6.028893,
"AUS","HUR","TOT","PC_LF","M","2003-05",6.068436,
"AUS","HUR","TOT","PC_LF","M","2003-06",6.054441,
"AUS","HUR","TOT","PC_LF","M","2003-07",6.127202,
"AUS","HUR","TOT","PC_LF","M","2003-08",5.817502,
"AUS","HUR","TOT","PC_LF","M","2003-09",5.774819,
"AUS","HUR","TOT","PC_LF","M","2003-10",5.783031,
"AUS","HUR","TOT","PC_LF","M","2003-11",5.660867,
"AUS","HUR","TOT","PC_LF","M","2003-12",5.680861,
"AUS","HUR","TOT","PC_LF","M","2004-01",5.530563,
"AUS","HUR","TOT","PC_LF","M","2004-02",5.642472,
"AUS","HUR","TOT","PC_LF","M","2004-03",5.437075,
"AUS","HUR","TOT","PC_LF","M","2004-04",5.506518,
"AUS","HUR","TOT","PC_LF","M","2004-05",5.336201,
"AUS","HUR","TOT","PC_LF","M","2004-06",5.462975,
"AUS","HUR","TOT","PC_LF","M","2004-07",5.549735,
"AUS","HUR","TOT","PC_LF","M","2004-08",5.517057,
"AUS","HUR","TOT","PC_LF","M","2004-09",5.370097,
"AUS","HUR","TOT","PC_LF","M","2004-10",5.122414,
"AUS","HUR","TOT","PC_LF","M","2004-11",5.160899,
"AUS","HUR","TOT","PC_LF","M","2004-12",5.068132,
"AUS","HUR","TOT","PC_LF","M","2005-01",5.072997,
"AUS","HUR","TOT","PC_LF","M","2005-02",5.083775,
"AUS","HUR","TOT","PC_LF","M","2005-03",5.16242,
"AUS","HUR","TOT","PC_LF","M","2005-04",5.121342,
"AUS","HUR","TOT","PC_LF","M","2005-05",5.098837,
"AUS","HUR","TOT","PC_LF","M","2005-06",4.949707,
"AUS","HUR","TOT","PC_LF","M","2005-07",4.971332,
"AUS","HUR","TOT","PC_LF","M","2005-08",4.901379,
"AUS","HUR","TOT","PC_LF","M","2005-09",5.00168,
"AUS","HUR","TOT","PC_LF","M","2005-10",5.015486,
"AUS","HUR","TOT","PC_LF","M","2005-11",4.937305,
"AUS","HUR","TOT","PC_LF","M","2005-12",5.069445,
"AUS","HUR","TOT","PC_LF","M","2006-01",5.161965,
"AUS","HUR","TOT","PC_LF","M","2006-02",5.103288,
"AUS","HUR","TOT","PC_LF","M","2006-03",4.866745,
"AUS","HUR","TOT","PC_LF","M","2006-04",4.964991,
"AUS","HUR","TOT","PC_LF","M","2006-05",4.79758,
"AUS","HUR","TOT","PC_LF","M","2006-06",4.807767,
"AUS","HUR","TOT","PC_LF","M","2006-07",4.65611,
"AUS","HUR","TOT","PC_LF","M","2006-08",4.712224,
"AUS","HUR","TOT","PC_LF","M","2006-09",4.66555,
"AUS","HUR","TOT","PC_LF","M","2006-10",4.463064,
"AUS","HUR","TOT","PC_LF","M","2006-11",4.514783,
"AUS","HUR","TOT","PC_LF","M","2006-12",4.567689,
"AUS","HUR","TOT","PC_LF","M","2007-01",4.553615,
"AUS","HUR","TOT","PC_LF","M","2007-02",4.634415,
"AUS","HUR","TOT","PC_LF","M","2007-03",4.459363,
"AUS","HUR","TOT","PC_LF","M","2007-04",4.38539,
"AUS","HUR","TOT","PC_LF","M","2007-05",4.26381,
"AUS","HUR","TOT","PC_LF","M","2007-06",4.323783,
"AUS","HUR","TOT","PC_LF","M","2007-07",4.252691,
"AUS","HUR","TOT","PC_LF","M","2007-08",4.299256,
"AUS","HUR","TOT","PC_LF","M","2007-09",4.212867,
"AUS","HUR","TOT","PC_LF","M","2007-10",4.326275,
"AUS","HUR","TOT","PC_LF","M","2007-11",4.426582,
"AUS","HUR","TOT","PC_LF","M","2007-12",4.308077,
"AUS","HUR","TOT","PC_LF","M","2008-01",4.221014,
"AUS","HUR","TOT","PC_LF","M","2008-02",3.979271,
"AUS","HUR","TOT","PC_LF","M","2008-03",4.056744,
"AUS","HUR","TOT","PC_LF","M","2008-04",4.264806,
"AUS","HUR","TOT","PC_LF","M","2008-05",4.265496,
"AUS","HUR","TOT","PC_LF","M","2008-06",4.243171,
"AUS","HUR","TOT","PC_LF","M","2008-07",4.249638,
"AUS","HUR","TOT","PC_LF","M","2008-08",4.015678,
"AUS","HUR","TOT","PC_LF","M","2008-09",4.288691,
"AUS","HUR","TOT","PC_LF","M","2008-10",4.29027,
"AUS","HUR","TOT","PC_LF","M","2008-11",4.462722,
"AUS","HUR","TOT","PC_LF","M","2008-12",4.569835,
"AUS","HUR","TOT","PC_LF","M","2009-01",4.907171,
"AUS","HUR","TOT","PC_LF","M","2009-02",5.303105,
"AUS","HUR","TOT","PC_LF","M","2009-03",5.710748,
"AUS","HUR","TOT","PC_LF","M","2009-04",5.511716,
"AUS","HUR","TOT","PC_LF","M","2009-05",5.810943,
"AUS","HUR","TOT","PC_LF","M","2009-06",5.860946,
"AUS","HUR","TOT","PC_LF","M","2009-07",5.670954,
"AUS","HUR","TOT","PC_LF","M","2009-08",5.715501,
"AUS","HUR","TOT","PC_LF","M","2009-09",5.661253,
"AUS","HUR","TOT","PC_LF","M","2009-10",5.623957,
"AUS","HUR","TOT","PC_LF","M","2009-11",5.558456,
"AUS","HUR","TOT","PC_LF","M","2009-12",5.490997,
"AUS","HUR","TOT","PC_LF","M","2010-01",5.265194,
"AUS","HUR","TOT","PC_LF","M","2010-02",5.299494,
"AUS","HUR","TOT","PC_LF","M","2010-03",5.421971,
"AUS","HUR","TOT","PC_LF","M","2010-04",5.496768,
"AUS","HUR","TOT","PC_LF","M","2010-05",5.228394,
"AUS","HUR","TOT","PC_LF","M","2010-06",5.143668,
"AUS","HUR","TOT","PC_LF","M","2010-07",5.28531,
"AUS","HUR","TOT","PC_LF","M","2010-08",5.033535,
"AUS","HUR","TOT","PC_LF","M","2010-09",5.054314,
"AUS","HUR","TOT","PC_LF","M","2010-10",5.28549,
"AUS","HUR","TOT","PC_LF","M","2010-11",5.109212,
"AUS","HUR","TOT","PC_LF","M","2010-12",4.876853,
"AUS","HUR","TOT","PC_LF","M","2011-01",5.002497,
"AUS","HUR","TOT","PC_LF","M","2011-02",4.973949,
"AUS","HUR","TOT","PC_LF","M","2011-03",4.925571,
"AUS","HUR","TOT","PC_LF","M","2011-04",4.957208,
"AUS","HUR","TOT","PC_LF","M","2011-05",5.012171,
"AUS","HUR","TOT","PC_LF","M","2011-06",4.916154,
"AUS","HUR","TOT","PC_LF","M","2011-07",5.088574,
"AUS","HUR","TOT","PC_LF","M","2011-08",5.271179,
"AUS","HUR","TOT","PC_LF","M","2011-09",5.222175,
"AUS","HUR","TOT","PC_LF","M","2011-10",5.189073,
"AUS","HUR","TOT","PC_LF","M","2011-11",5.231361,
"AUS","HUR","TOT","PC_LF","M","2011-12",5.197412,
"AUS","HUR","TOT","PC_LF","M","2012-01",5.045737,
"AUS","HUR","TOT","PC_LF","M","2012-02",5.196435,
"AUS","HUR","TOT","PC_LF","M","2012-03",5.181568,
"AUS","HUR","TOT","PC_LF","M","2012-04",4.991901,
"AUS","HUR","TOT","PC_LF","M","2012-05",5.197948,
"AUS","HUR","TOT","PC_LF","M","2012-06",5.16238,
"AUS","HUR","TOT","PC_LF","M","2012-07",5.177051,
"AUS","HUR","TOT","PC_LF","M","2012-08",5.157068,
"AUS","HUR","TOT","PC_LF","M","2012-09",5.488996,
"AUS","HUR","TOT","PC_LF","M","2012-10",5.413039,
"AUS","HUR","TOT","PC_LF","M","2012-11",5.25808,
"AUS","HUR","TOT","PC_LF","M","2012-12",5.433359,
"AUS","HUR","TOT","PC_LF","M","2013-01",5.385855,
"AUS","HUR","TOT","PC_LF","M","2013-02",5.402036,
"AUS","HUR","TOT","PC_LF","M","2013-03",5.638075,
"AUS","HUR","TOT","PC_LF","M","2013-04",5.58466,
"AUS","HUR","TOT","PC_LF","M","2013-05",5.606963,
"AUS","HUR","TOT","PC_LF","M","2013-06",5.694622,
"AUS","HUR","TOT","PC_LF","M","2013-07",5.629462,
"AUS","HUR","TOT","PC_LF","M","2013-08",5.843328,
"AUS","HUR","TOT","PC_LF","M","2013-09",5.706351,
"AUS","HUR","TOT","PC_LF","M","2013-10",5.827505,
"AUS","HUR","TOT","PC_LF","M","2013-11",5.799842,
"AUS","HUR","TOT","PC_LF","M","2013-12",5.901826,
"AUS","HUR","TOT","PC_LF","M","2014-01",5.938041,
"AUS","HUR","TOT","PC_LF","M","2014-02",5.888974,
"AUS","HUR","TOT","PC_LF","M","2014-03",5.872264,
"AUS","HUR","TOT","PC_LF","M","2014-04",5.799834,
"AUS","HUR","TOT","PC_LF","M","2014-05",5.926722,
"AUS","HUR","TOT","PC_LF","M","2014-06",6.046835,
"AUS","HUR","TOT","PC_LF","M","2014-07",6.182312,
"AUS","HUR","TOT","PC_LF","M","2014-08",6.100918,
"AUS","HUR","TOT","PC_LF","M","2014-09",6.228239,
"AUS","HUR","TOT","PC_LF","M","2014-10",6.364943,
"AUS","HUR","TOT","PC_LF","M","2014-11",6.303184,
"AUS","HUR","TOT","PC_LF","M","2014-12",6.106555,
"AUS","HUR","TOT","PC_LF","M","2015-01",6.34003,
"AUS","HUR","TOT","PC_LF","M","2015-02",6.149508,
"AUS","HUR","TOT","PC_LF","M","2015-03",6.10019,
"AUS","HUR","TOT","PC_LF","M","2015-04",6.106999,
"AUS","HUR","TOT","PC_LF","M","2015-05",5.928448,
"AUS","HUR","TOT","PC_LF","M","2015-06",6.003623,
"AUS","HUR","TOT","PC_LF","M","2015-07",6.283802,
"AUS","HUR","TOT","PC_LF","M","2015-08",6.092145,
"AUS","HUR","TOT","PC_LF","M","2015-09",6.165374,
"AUS","HUR","TOT","PC_LF","M","2015-10",5.921562,
"AUS","HUR","TOT","PC_LF","M","2015-11",5.859444,
"AUS","HUR","TOT","PC_LF","M","2015-12",5.742937,
"AUS","HUR","TOT","PC_LF","M","2016-01",6.027224,
"AUS","HUR","TOT","PC_LF","M","2016-02",5.691508,
"AUS","HUR","TOT","PC_LF","M","2016-03",5.648736,
"AUS","HUR","TOT","PC_LF","M","2016-04",5.63988,
"AUS","HUR","TOT","PC_LF","M","2016-05",5.718466,
"AUS","HUR","TOT","PC_LF","M","2016-06",5.689663,
"AUS","HUR","TOT","PC_LF","M","2016-07",5.704047,
"AUS","HUR","TOT","PC_LF","M","2016-08",5.615484,
"AUS","HUR","TOT","PC_LF","M","2016-09",5.651786,
"AUS","HUR","TOT","PC_LF","M","2016-10",5.587609,
"AUS","HUR","TOT","PC_LF","M","2016-11",5.768967,
"AUS","HUR","TOT","PC_LF","M","2016-12",5.832391,
"AUS","HUR","TOT","PC_LF","M","2017-01",5.689277,
"AUS","HUR","TOT","PC_LF","M","2017-02",5.848353,
"AUS","HUR","TOT","PC_LF","M","2017-03",5.848343,
"AUS","HUR","TOT","PC_LF","M","2017-04",5.61037,
"AUS","HUR","TOT","PC_LF","M","2017-05",5.541984,
"AUS","HUR","TOT","PC_LF","M","2017-06",5.595017,
"AUS","HUR","TOT","PC_LF","M","2017-07",5.605227,
"AUS","HUR","TOT","PC_LF","M","2017-08",5.523518,
"AUS","HUR","TOT","PC_LF","M","2017-09",5.458145,
"AUS","HUR","TOT","PC_LF","M","2017-10",5.37513,
"AUS","HUR","TOT","PC_LF","M","2017-11",5.429753,
"AUS","HUR","TOT","PC_LF","M","2017-12",5.610751,
"AUS","HUR","TOT","PC_LF","M","2018-01",5.510034,
"AUS","HUR","TOT","PC_LF","M","2018-02",5.567141,
"AUS","HUR","TOT","PC_LF","M","2018-03",5.511175,
"AUS","HUR","TOT","PC_LF","M","2018-04",5.533805,
"AUS","HUR","TOT","PC_LF","M","2018-05",5.395107,
"AUS","HUR","TOT","PC_LF","M","2018-06",5.32583,
"AUS","HUR","TOT","PC_LF","M","2018-07",5.305709,
"AUS","HUR","TOT","PC_LF","M","2018-08",5.287615,
"AUS","HUR","TOT","PC_LF","M","2018-09",5.031884,
"AUS","HUR","TOT","PC_LF","M","2018-10",5.013847,
"AUS","HUR","TOT","PC_LF","M","2018-11",5.118945,
"AUS","HUR","TOT","PC_LF","M","2018-12",5.022326,
"AUS","HUR","TOT","PC_LF","M","2019-01",5.052238,
"AUS","HUR","TOT","PC_LF","M","2019-02",4.968394,
"AUS","HUR","TOT","PC_LF","M","2019-03",5.081382,
"AUS","HUR","TOT","PC_LF","M","2019-04",5.212489,
"AUS","HUR","TOT","PC_LF","M","2019-05",5.210041,
"AUS","HUR","TOT","PC_LF","M","2019-06",5.255011,
"AUS","HUR","TOT","PC_LF","M","2019-07",5.288384,
"AUS","HUR","TOT","PC_LF","M","2019-08",5.2783,
"AUS","HUR","TOT","PC_LF","M","2019-09",5.216504,
"AUS","HUR","TOT","PC_LF","M","2019-10",5.307204,
"AUS","HUR","TOT","PC_LF","M","2019-11",5.172417,
"AUS","HUR","TOT","PC_LF","M","2019-12",5.061895,
"AUS","HUR","TOT","PC_LF","M","2020-01",5.265622,
"AUS","HUR","TOT","PC_LF","M","2020-02",5.077926,
"AUS","HUR","TOT","PC_LF","M","2020-03",5.204412,
"AUS","HUR","TOT","PC_LF","M","2020-04",6.311308,
"AUS","HUR","TOT","PC_LF","M","2020-05",7.013289,
"AUS","HUR","TOT","PC_LF","M","2020-06",7.429336,
"AUS","HUR","TOT","PC_LF","M","2020-07",7.540898,
"AUS","HUR","TOT","PC_LF","M","2020-08",6.837274,
"AUS","HUR","TOT","PC_LF","M","2020-09",6.934396,
"AUS","HUR","TOT","PC_LF","M","2020-10",6.973646,
"AUS","HUR","TOT","PC_LF","M","2020-11",6.841848,
"AUS","HUR","TOT","PC_LF","M","2020-12",6.579862,
"AUS","HUR","TOT","PC_LF","M","2021-01",6.328969,
"AUS","HUR","TOT","PC_LF","M","2021-02",5.793749,
"AUS","HUR","TOT","PC_LF","M","2021-03",5.608156,
"AUS","HUR","TOT","PC_LF","M","2021-04",5.411188,
"AUS","HUR","TOT","PC_LF","M","2021-05",5.058599,
"AUS","HUR","TOT","PC_LF","M","2021-06",4.970064,
"AUS","HUR","TOT","PC_LF","M","2021-07",4.70991,
"AUS","HUR","TOT","PC_LF","M","2021-08",4.569309,
"AUS","HUR","TOT","PC_LF","M","2021-09",4.671896,
"AUS","HUR","TOT","PC_LF","M","2021-10",5.249546,
"AUS","HUR","TOT","PC_LF","M","2021-11",4.607093,
"AUS","HUR","TOT","PC_LF","M","2021-12",4.170546,
"AUS","HUR","TOT","PC_LF","M","2022-01",4.157351,
"AUS","HUR","TOT","PC_LF","M","2022-02",4.004589,
"AUS","HUR","TOT","PC_LF","M","2022-03",3.918841,
"AUS","HUR","TOT","PC_LF","M","2022-04",3.870037,
"AUS","HUR","TOT","PC_LF","M","2022-05",3.910565,
"AUS","HUR","TOT","PC_LF","M","2022-06",3.56966,
"AUS","HUR","TOT","PC_LF","M","2022-07",3.45788,
"AUS","HUR","TOT","PC_LF","M","2022-08",3.512581,
"AUS","HUR","TOT","PC_LF","M","2022-09",3.571395,
"AUS","HUR","TOT","PC_LF","M","2022-10",3.42345,
"AUS","HUR","TOT","PC_LF","M","2022-11",3.472204,
"AUS","HUR","TOT","PC_LF","M","2022-12",3.521222,
"AUS","HUR","TOT","PC_LF","M","2023-01",3.669792,
"AUS","HUR","TOT","PC_LF","M","2023-02",3.546819,
"AUS","HUR","TOT","PC_LF","M","2023-03",3.523225,
"AUT","HUR","TOT","PC_LF","M","1993-01",3.8,
"AUT","HUR","TOT","PC_LF","M","1993-02",3.8,
"AUT","HUR","TOT","PC_LF","M","1993-03",3.9,
"AUT","HUR","TOT","PC_LF","M","1993-04",3.9,
"AUT","HUR","TOT","PC_LF","M","1993-05",4,
"AUT","HUR","TOT","PC_LF","M","1993-06",4,
"AUT","HUR","TOT","PC_LF","M","1993-07",4,
"AUT","HUR","TOT","PC_LF","M","1993-08",4.1,
"AUT","HUR","TOT","PC_LF","M","1993-09",4,
"AUT","HUR","TOT","PC_LF","M","1993-10",4,
"AUT","HUR","TOT","PC_LF","M","1993-11",4,
"AUT","HUR","TOT","PC_LF","M","1993-12",4,
"AUT","HUR","TOT","PC_LF","M","1994-01",4,
"AUT","HUR","TOT","PC_LF","M","1994-02",3.9,
"AUT","HUR","TOT","PC_LF","M","1994-03",3.8,
"AUT","HUR","TOT","PC_LF","M","1994-04",3.8,
"AUT","HUR","TOT","PC_LF","M","1994-05",3.9,
"AUT","HUR","TOT","PC_LF","M","1994-06",3.8,
"AUT","HUR","TOT","PC_LF","M","1994-07",3.8,
"AUT","HUR","TOT","PC_LF","M","1994-08",3.8,
"AUT","HUR","TOT","PC_LF","M","1994-09",3.8,
"AUT","HUR","TOT","PC_LF","M","1994-10",3.8,
"AUT","HUR","TOT","PC_LF","M","1994-11",3.8,
"AUT","HUR","TOT","PC_LF","M","1994-12",3.8,
"AUT","HUR","TOT","PC_LF","M","1995-01",4,
"AUT","HUR","TOT","PC_LF","M","1995-02",3.9,
"AUT","HUR","TOT","PC_LF","M","1995-03",3.9,
"AUT","HUR","TOT","PC_LF","M","1995-04",4,
"AUT","HUR","TOT","PC_LF","M","1995-05",4.1,
"AUT","HUR","TOT","PC_LF","M","1995-06",4.2,
"AUT","HUR","TOT","PC_LF","M","1995-07",4.3,
"AUT","HUR","TOT","PC_LF","M","1995-08",4.4,
"AUT","HUR","TOT","PC_LF","M","1995-09",4.4,
"AUT","HUR","TOT","PC_LF","M","1995-10",4.5,
"AUT","HUR","TOT","PC_LF","M","1995-11",4.6,
