Time,Balance,Product,Value,Unit
November 2022,Distribution Losses,Electricity,2417.3839,GWh
November 2022,Final Consumption (Calculated),Electricity,39886.3295,GWh
October 2022,Net Electricity Production,Electricity,43389.8757,GWh
October 2022,Net Electricity Production,Nuclear,2664.492,GWh
October 2022,Net Electricity Production,Total Combustible Fuels,23900.7283,GWh
October 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",13491.6929,GWh
October 2022,Net Electricity Production,Oil and Petroleum Products,358.6342,GWh
October 2022,Net Electricity Production,Natural Gas,5842.9998,GWh
October 2022,Net Electricity Production,Combustible Renewables,3728.2422,GWh
October 2022,Net Electricity Production,Other Combustible Non-Renewables,479.1592,GWh
October 2022,Net Electricity Production,Hydro,2123.1434,GWh
October 2022,Net Electricity Production,Wind,10857.4488,GWh
October 2022,Net Electricity Production,Solar,3746.4261,GWh
October 2022,Net Electricity Production,Geothermal,19.2404,GWh
October 2022,Net Electricity Production,Not Specified,78.3967,GWh
October 2022,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",20474.5009,GWh
October 2022,Total Imports,Electricity,4948.2388,GWh
October 2022,Total Exports,Electricity,6015.5936,GWh
October 2022,Used for pumped storage,Electricity,908.5961,GWh
October 2022,Distribution Losses,Electricity,2057.431,GWh
October 2022,Final Consumption (Calculated),Electricity,39356.4937,GWh
September 2022,Net Electricity Production,Electricity,42435.4698,GWh
September 2022,Net Electricity Production,Nuclear,2887.9431,GWh
September 2022,Net Electricity Production,Total Combustible Fuels,24751.6925,GWh
September 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",15644.5047,GWh
September 2022,Net Electricity Production,Oil and Petroleum Products,341.5076,GWh
September 2022,Net Electricity Production,Natural Gas,4817.0114,GWh
September 2022,Net Electricity Production,Combustible Renewables,3487.2255,GWh
September 2022,Net Electricity Production,Other Combustible Non-Renewables,461.4432,GWh
September 2022,Net Electricity Production,Hydro,1681.1949,GWh
September 2022,Net Electricity Production,Wind,7978.8544,GWh
September 2022,Net Electricity Production,Solar,5048.7507,GWh
September 2022,Net Electricity Production,Geothermal,11.7115,GWh
September 2022,Net Electricity Production,Not Specified,75.3227,GWh
September 2022,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",18207.7371,GWh
September 2022,Total Imports,Electricity,3761.1708,GWh
September 2022,Total Exports,Electricity,5495.9458,GWh
September 2022,Used for pumped storage,Electricity,648.774,GWh
September 2022,Distribution Losses,Electricity,2019.6048,GWh
September 2022,Final Consumption (Calculated),Electricity,38032.316,GWh
August 2022,Net Electricity Production,Electricity,42296.9087,GWh
August 2022,Net Electricity Production,Nuclear,2936.1089,GWh
August 2022,Net Electricity Production,Total Combustible Fuels,25585.0251,GWh
August 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",15518.0631,GWh
August 2022,Net Electricity Production,Oil and Petroleum Products,343.5628,GWh
August 2022,Net Electricity Production,Natural Gas,5523.9414,GWh
August 2022,Net Electricity Production,Combustible Renewables,3670.2684,GWh
August 2022,Net Electricity Production,Other Combustible Non-Renewables,529.1894,GWh
August 2022,Net Electricity Production,Hydro,1580.22,GWh
August 2022,Net Electricity Production,Wind,4474.3531,GWh
August 2022,Net Electricity Production,Solar,7646.789,GWh
August 2022,Net Electricity Production,Geothermal,15.8942,GWh
August 2022,Net Electricity Production,Not Specified,58.5183,GWh
August 2022,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",17387.5248,GWh
August 2022,Total Imports,Electricity,4519.3148,GWh
August 2022,Total Exports,Electricity,4717.785,GWh
August 2022,Used for pumped storage,Electricity,735.066,GWh
August 2022,Distribution Losses,Electricity,1788.2622,GWh
August 2022,Final Consumption (Calculated),Electricity,39575.1103,GWh
July 2022,Net Electricity Production,Electricity,43979.5037,GWh
July 2022,Net Electricity Production,Nuclear,2920.128,GWh
July 2022,Net Electricity Production,Total Combustible Fuels,23784.5942,GWh
July 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",14086.814,GWh
July 2022,Net Electricity Production,Oil and Petroleum Products,345.8044,GWh
July 2022,Net Electricity Production,Natural Gas,5131.0308,GWh
July 2022,Net Electricity Production,Combustible Renewables,3688.6185,GWh
July 2022,Net Electricity Production,Other Combustible Non-Renewables,532.3265,GWh
July 2022,Net Electricity Production,Hydro,1818.7891,GWh
July 2022,Net Electricity Production,Wind,7168.6333,GWh
July 2022,Net Electricity Production,Solar,8205.8725,GWh
July 2022,Net Electricity Production,Geothermal,13.3846,GWh
July 2022,Net Electricity Production,Not Specified,68.1019,GWh
July 2022,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",20895.2981,GWh
July 2022,Total Imports,Electricity,4672.7526,GWh
July 2022,Total Exports,Electricity,5768.5478,GWh
July 2022,Used for pumped storage,Electricity,912.3288,GWh
July 2022,Distribution Losses,Electricity,1912.1485,GWh
July 2022,Final Consumption (Calculated),Electricity,40059.2312,GWh
June 2022,Net Electricity Production,Electricity,41683.28,GWh
June 2022,Net Electricity Production,Nuclear,2166.1641,GWh
June 2022,Net Electricity Production,Total Combustible Fuels,23764.9429,GWh
June 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",13486.6936,GWh
June 2022,Net Electricity Production,Oil and Petroleum Products,376.7122,GWh
June 2022,Net Electricity Production,Natural Gas,5700.0102,GWh
June 2022,Net Electricity Production,Combustible Renewables,3644.2985,GWh
June 2022,Net Electricity Production,Other Combustible Non-Renewables,557.2284,GWh
June 2022,Net Electricity Production,Hydro,2073.38,GWh
June 2022,Net Electricity Production,Wind,5455.3184,GWh
June 2022,Net Electricity Production,Solar,8111.4328,GWh
June 2022,Net Electricity Production,Geothermal,10.875,GWh
June 2022,Net Electricity Production,Not Specified,101.1669,GWh
June 2022,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",19295.3046,GWh
June 2022,Total Imports,Electricity,4737.0281,GWh
June 2022,Total Exports,Electricity,4766.5616,GWh
June 2022,Used for pumped storage,Electricity,699.121,GWh
June 2022,Distribution Losses,Electricity,1885.421,GWh
June 2022,Final Consumption (Calculated),Electricity,39069.2045,GWh
May 2022,Net Electricity Production,Electricity,43360.7111,GWh
May 2022,Net Electricity Production,Nuclear,2236.4208,GWh
May 2022,Net Electricity Production,Total Combustible Fuels,23436.1935,GWh
May 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",12744.2628,GWh
May 2022,Net Electricity Production,Oil and Petroleum Products,364.6913,GWh
May 2022,Net Electricity Production,Natural Gas,5935.9913,GWh
May 2022,Net Electricity Production,Combustible Renewables,3838.4996,GWh
May 2022,Net Electricity Production,Other Combustible Non-Renewables,552.7485,GWh
May 2022,Net Electricity Production,Hydro,2118.7316,GWh
May 2022,Net Electricity Production,Wind,7760.635,GWh
May 2022,Net Electricity Production,Solar,7705.3417,GWh
May 2022,Net Electricity Production,Geothermal,19.2404,GWh
May 2022,Net Electricity Production,Not Specified,84.148,GWh
May 2022,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",21442.4483,GWh
May 2022,Total Imports,Electricity,4536.71,GWh
May 2022,Total Exports,Electricity,4700.5528,GWh
May 2022,Used for pumped storage,Electricity,719.743,GWh
May 2022,Distribution Losses,Electricity,1958.1086,GWh
May 2022,Final Consumption (Calculated),Electricity,40519.0167,GWh
April 2022,Net Electricity Production,Electricity,46840.4892,GWh
April 2022,Net Electricity Production,Nuclear,2860.0272,GWh
April 2022,Net Electricity Production,Total Combustible Fuels,24732.6809,GWh
April 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",13487.9438,GWh
April 2022,Net Electricity Production,Oil and Petroleum Products,376.6968,GWh
April 2022,Net Electricity Production,Natural Gas,6525.1019,GWh
April 2022,Net Electricity Production,Combustible Renewables,3825.1635,GWh
April 2022,Net Electricity Production,Other Combustible Non-Renewables,517.7749,GWh
April 2022,Net Electricity Production,Hydro,2036.5402,GWh
April 2022,Net Electricity Production,Wind,11215.1333,GWh
April 2022,Net Electricity Production,Solar,5884.5427,GWh
April 2022,Net Electricity Production,Geothermal,11.7115,GWh
April 2022,Net Electricity Production,Not Specified,99.8532,GWh
April 2022,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",22973.0913,GWh
April 2022,Total Imports,Electricity,3598.2767,GWh
April 2022,Total Exports,Electricity,6616.7774,GWh
April 2022,Used for pumped storage,Electricity,855.4706,GWh
April 2022,Distribution Losses,Electricity,2164.5172,GWh
April 2022,Final Consumption (Calculated),Electricity,40802.0007,GWh
March 2022,Net Electricity Production,Electricity,50669.6071,GWh
March 2022,Net Electricity Production,Nuclear,2968.4188,GWh
March 2022,Net Electricity Production,Total Combustible Fuels,31991.2821,GWh
March 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",17996.093,GWh
March 2022,Net Electricity Production,Oil and Petroleum Products,415.8764,GWh
March 2022,Net Electricity Production,Natural Gas,8981.9936,GWh
March 2022,Net Electricity Production,Combustible Renewables,4045.4422,GWh
March 2022,Net Electricity Production,Other Combustible Non-Renewables,551.877,GWh
March 2022,Net Electricity Production,Hydro,1851.9361,GWh
March 2022,Net Electricity Production,Wind,8002.7945,GWh
March 2022,Net Electricity Production,Solar,5727.7727,GWh
March 2022,Net Electricity Production,Geothermal,15.8942,GWh
March 2022,Net Electricity Production,Not Specified,111.5087,GWh
March 2022,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",19643.8397,GWh
March 2022,Total Imports,Electricity,4416.9102,GWh
March 2022,Total Exports,Electricity,7329.6274,GWh
March 2022,Used for pumped storage,Electricity,865.0125,GWh
March 2022,Distribution Losses,Electricity,2358.8309,GWh
March 2022,Final Consumption (Calculated),Electricity,44533.0465,GWh
February 2022,Net Electricity Production,Electricity,51467.6144,GWh
February 2022,Net Electricity Production,Nuclear,2690.7359,GWh
February 2022,Net Electricity Production,Total Combustible Fuels,23888.1149,GWh
February 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",12206.5145,GWh
February 2022,Net Electricity Production,Oil and Petroleum Products,399.3805,GWh
February 2022,Net Electricity Production,Natural Gas,7186.5135,GWh
February 2022,Net Electricity Production,Combustible Renewables,3596.2605,GWh
February 2022,Net Electricity Production,Other Combustible Non-Renewables,499.4459,GWh
February 2022,Net Electricity Production,Hydro,2049.9005,GWh
February 2022,Net Electricity Production,Wind,20411.2563,GWh
February 2022,Net Electricity Production,Solar,2328.885,GWh
February 2022,Net Electricity Production,Geothermal,16.7308,GWh
February 2022,Net Electricity Production,Not Specified,81.9909,GWh
February 2022,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",28403.0331,GWh
February 2022,Total Imports,Electricity,2440.4878,GWh
February 2022,Total Exports,Electricity,8509.7126,GWh
February 2022,Used for pumped storage,Electricity,912.5765,GWh
February 2022,Distribution Losses,Electricity,2570.8888,GWh
February 2022,Final Consumption (Calculated),Electricity,41914.9242,GWh
January 2022,Net Electricity Production,Electricity,52825.8798,GWh
January 2022,Net Electricity Production,Nuclear,2900.9721,GWh
January 2022,Net Electricity Production,Total Combustible Fuels,30840.8888,GWh
January 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",16826.0205,GWh
January 2022,Net Electricity Production,Oil and Petroleum Products,384.9444,GWh
January 2022,Net Electricity Production,Natural Gas,9304.4807,GWh
January 2022,Net Electricity Production,Combustible Renewables,3838.9449,GWh
January 2022,Net Electricity Production,Other Combustible Non-Renewables,486.4983,GWh
January 2022,Net Electricity Production,Hydro,2101.0127,GWh
January 2022,Net Electricity Production,Wind,15851.2874,GWh
January 2022,Net Electricity Production,Solar,1005.7837,GWh
January 2022,Net Electricity Production,Geothermal,19.2404,GWh
January 2022,Net Electricity Production,Not Specified,106.6948,GWh
January 2022,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",22816.2691,GWh
January 2022,Total Imports,Electricity,3626.0434,GWh
January 2022,Total Exports,Electricity,7629.2877,GWh
January 2022,Used for pumped storage,Electricity,927.5451,GWh
January 2022,Distribution Losses,Electricity,2676.7347,GWh
January 2022,Final Consumption (Calculated),Electricity,45218.3557,GWh
December 2021,Net Electricity Production,Electricity,51566.6079,GWh
December 2021,Net Electricity Production,Nuclear,5599.736,GWh
December 2021,Net Electricity Production,Total Combustible Fuels,30960.1507,GWh
December 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",17161.206,GWh
December 2021,Net Electricity Production,Oil and Petroleum Products,421.1086,GWh
December 2021,Net Electricity Production,Natural Gas,8992.5982,GWh
December 2021,Net Electricity Production,Combustible Renewables,3872.5737,GWh
December 2021,Net Electricity Production,Other Combustible Non-Renewables,512.6642,GWh
December 2021,Net Electricity Production,Hydro,2051.3897,GWh
December 2021,Net Electricity Production,Wind,12064.3029,GWh
December 2021,Net Electricity Production,Solar,744.1855,GWh
December 2021,Net Electricity Production,Geothermal,18.4038,GWh
December 2021,Net Electricity Production,Other Renewables,0.0,GWh
December 2021,Net Electricity Production,Not Specified,128.4394,GWh
December 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",18750.8556,GWh
December 2021,Total Imports,Electricity,3810.5464,GWh
December 2021,Total Exports,Electricity,7631.7719,GWh
December 2021,Used for pumped storage,Electricity,891.6544,GWh
December 2021,Distribution Losses,Electricity,2665.058,GWh
December 2021,Final Consumption (Calculated),Electricity,44188.67,GWh
November 2021,Net Electricity Production,Electricity,50339.1054,GWh
November 2021,Net Electricity Production,Nuclear,5604.263,GWh
November 2021,Net Electricity Production,Total Combustible Fuels,31529.1411,GWh
November 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",17753.2809,GWh
November 2021,Net Electricity Production,Oil and Petroleum Products,433.2128,GWh
November 2021,Net Electricity Production,Natural Gas,9150.5531,GWh
November 2021,Net Electricity Production,Combustible Renewables,3655.2059,GWh
November 2021,Net Electricity Production,Other Combustible Non-Renewables,536.8883,GWh
November 2021,Net Electricity Production,Hydro,1675.8517,GWh
November 2021,Net Electricity Production,Wind,10219.594,GWh
November 2021,Net Electricity Production,Solar,1154.9985,GWh
November 2021,Net Electricity Production,Geothermal,18.4038,GWh
November 2021,Net Electricity Production,Other Renewables,0.0,GWh
November 2021,Net Electricity Production,Not Specified,136.8533,GWh
November 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",16724.054,GWh
November 2021,Total Imports,Electricity,4110.6084,GWh
November 2021,Total Exports,Electricity,6746.7059,GWh
November 2021,Used for pumped storage,Electricity,808.2665,GWh
November 2021,Distribution Losses,Electricity,2508.4448,GWh
November 2021,Final Consumption (Calculated),Electricity,44386.2966,GWh
October 2021,Net Electricity Production,Electricity,48687.3376,GWh
October 2021,Net Electricity Production,Nuclear,5303.3062,GWh
October 2021,Net Electricity Production,Total Combustible Fuels,25256.3748,GWh
October 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",15055.8619,GWh
October 2021,Net Electricity Production,Oil and Petroleum Products,362.7152,GWh
October 2021,Net Electricity Production,Natural Gas,5656.9625,GWh
October 2021,Net Electricity Production,Combustible Renewables,3651.8064,GWh
October 2021,Net Electricity Production,Other Combustible Non-Renewables,529.0288,GWh
October 2021,Net Electricity Production,Hydro,1694.7523,GWh
October 2021,Net Electricity Production,Wind,12957.2754,GWh
October 2021,Net Electricity Production,Solar,3341.2794,GWh
October 2021,Net Electricity Production,Geothermal,14.2212,GWh
October 2021,Net Electricity Production,Other Renewables,0.0,GWh
October 2021,Net Electricity Production,Not Specified,120.1283,GWh
October 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",21659.3346,GWh
October 2021,Total Imports,Electricity,3935.0953,GWh
October 2021,Total Exports,Electricity,6720.6298,GWh
October 2021,Used for pumped storage,Electricity,744.5076,GWh
October 2021,Distribution Losses,Electricity,2465.9519,GWh
October 2021,Final Consumption (Calculated),Electricity,42691.3436,GWh
September 2021,Net Electricity Production,Electricity,44540.6174,GWh
September 2021,Net Electricity Production,Nuclear,5456.2956,GWh
September 2021,Net Electricity Production,Total Combustible Fuels,26227.3773,GWh
September 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",16056.382,GWh
September 2021,Net Electricity Production,Oil and Petroleum Products,324.5852,GWh
September 2021,Net Electricity Production,Natural Gas,5743.6036,GWh
September 2021,Net Electricity Production,Combustible Renewables,3581.9108,GWh
September 2021,Net Electricity Production,Other Combustible Non-Renewables,520.8957,GWh
September 2021,Net Electricity Production,Hydro,2034.2972,GWh
September 2021,Net Electricity Production,Wind,5751.6605,GWh
September 2021,Net Electricity Production,Solar,4984.5316,GWh
September 2021,Net Electricity Production,Geothermal,11.7115,GWh
September 2021,Net Electricity Production,Other Renewables,0.0,GWh
September 2021,Net Electricity Production,Not Specified,74.7437,GWh
September 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",16364.1116,GWh
September 2021,Total Imports,Electricity,3941.6491,GWh
September 2021,Total Exports,Electricity,5810.8906,GWh
September 2021,Used for pumped storage,Electricity,665.2712,GWh
September 2021,Distribution Losses,Electricity,1861.0716,GWh
September 2021,Final Consumption (Calculated),Electricity,40145.033,GWh
August 2021,Net Electricity Production,Electricity,42376.1024,GWh
August 2021,Net Electricity Production,Nuclear,5792.5642,GWh
August 2021,Net Electricity Production,Total Combustible Fuels,20521.73,GWh
August 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",11531.7728,GWh
August 2021,Net Electricity Production,Oil and Petroleum Products,320.7238,GWh
August 2021,Net Electricity Production,Natural Gas,4405.0963,GWh
August 2021,Net Electricity Production,Combustible Renewables,3725.2699,GWh
August 2021,Net Electricity Production,Other Combustible Non-Renewables,538.8672,GWh
August 2021,Net Electricity Production,Hydro,2507.859,GWh
August 2021,Net Electricity Production,Wind,7980.7517,GWh
August 2021,Net Electricity Production,Solar,5482.2293,GWh
August 2021,Net Electricity Production,Geothermal,12.5481,GWh
August 2021,Net Electricity Production,Other Renewables,0.0,GWh
August 2021,Net Electricity Production,Not Specified,78.4202,GWh
August 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",19708.6579,GWh
August 2021,Total Imports,Electricity,4735.9454,GWh
August 2021,Total Exports,Electricity,4675.5653,GWh
August 2021,Used for pumped storage,Electricity,552.721,GWh
August 2021,Distribution Losses,Electricity,1802.4394,GWh
August 2021,Final Consumption (Calculated),Electricity,40081.3221,GWh
July 2021,Net Electricity Production,Electricity,41730.6077,GWh
July 2021,Net Electricity Production,Nuclear,5517.1813,GWh
July 2021,Net Electricity Production,Total Combustible Fuels,21297.9813,GWh
July 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",11245.8221,GWh
July 2021,Net Electricity Production,Oil and Petroleum Products,330.3419,GWh
July 2021,Net Electricity Production,Natural Gas,5699.1684,GWh
July 2021,Net Electricity Production,Combustible Renewables,3479.1026,GWh
July 2021,Net Electricity Production,Other Combustible Non-Renewables,543.5463,GWh
July 2021,Net Electricity Production,Hydro,2417.2982,GWh
July 2021,Net Electricity Production,Wind,5858.8265,GWh
July 2021,Net Electricity Production,Solar,6481.4021,GWh
July 2021,Net Electricity Production,Geothermal,10.0385,GWh
July 2021,Net Electricity Production,Other Renewables,0.0,GWh
July 2021,Net Electricity Production,Not Specified,147.8799,GWh
July 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",18246.6678,GWh
July 2021,Total Imports,Electricity,5516.6981,GWh
July 2021,Total Exports,Electricity,4184.0825,GWh
July 2021,Used for pumped storage,Electricity,476.8527,GWh
July 2021,Distribution Losses,Electricity,1856.8818,GWh
July 2021,Final Consumption (Calculated),Electricity,40729.4889,GWh
June 2021,Net Electricity Production,Electricity,41475.5308,GWh
June 2021,Net Electricity Production,Nuclear,4944.0297,GWh
June 2021,Net Electricity Production,Total Combustible Fuels,22186.4042,GWh
June 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",11754.2078,GWh
June 2021,Net Electricity Production,Oil and Petroleum Products,325.2013,GWh
June 2021,Net Electricity Production,Natural Gas,6190.7559,GWh
June 2021,Net Electricity Production,Combustible Renewables,3395.3941,GWh
June 2021,Net Electricity Production,Other Combustible Non-Renewables,520.8451,GWh
June 2021,Net Electricity Production,Hydro,2424.9817,GWh
June 2021,Net Electricity Production,Wind,4375.9194,GWh
June 2021,Net Electricity Production,Solar,7395.5792,GWh
June 2021,Net Electricity Production,Geothermal,12.5481,GWh
June 2021,Net Electricity Production,Other Renewables,0.0,GWh
June 2021,Net Electricity Production,Not Specified,136.0686,GWh
June 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",17604.4225,GWh
June 2021,Total Imports,Electricity,4724.6171,GWh
June 2021,Total Exports,Electricity,3662.4656,GWh
June 2021,Used for pumped storage,Electricity,596.8322,GWh
June 2021,Distribution Losses,Electricity,1698.7744,GWh
June 2021,Final Consumption (Calculated),Electricity,40242.0757,GWh
May 2021,Net Electricity Production,Electricity,42801.75,GWh
May 2021,Net Electricity Production,Nuclear,5279.5893,GWh
May 2021,Net Electricity Production,Total Combustible Fuels,18901.7117,GWh
May 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",8539.3297,GWh
May 2021,Net Electricity Production,Oil and Petroleum Products,336.3637,GWh
May 2021,Net Electricity Production,Natural Gas,5777.7069,GWh
May 2021,Net Electricity Production,Combustible Renewables,3724.5285,GWh
May 2021,Net Electricity Production,Other Combustible Non-Renewables,523.7828,GWh
May 2021,Net Electricity Production,Hydro,2356.4867,GWh
May 2021,Net Electricity Production,Wind,9958.9944,GWh
May 2021,Net Electricity Production,Solar,6143.3077,GWh
May 2021,Net Electricity Production,Geothermal,14.2212,GWh
May 2021,Net Electricity Production,Other Renewables,0.0,GWh
May 2021,Net Electricity Production,Not Specified,147.439,GWh
May 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",22197.5386,GWh
May 2021,Total Imports,Electricity,4757.077,GWh
May 2021,Total Exports,Electricity,4539.5535,GWh
May 2021,Used for pumped storage,Electricity,584.5305,GWh
May 2021,Distribution Losses,Electricity,2075.563,GWh
May 2021,Final Consumption (Calculated),Electricity,40359.18,GWh
April 2021,Net Electricity Production,Electricity,46443.8404,GWh
April 2021,Net Electricity Production,Nuclear,5147.8528,GWh
April 2021,Net Electricity Production,Total Combustible Fuels,24366.394,GWh
April 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",11426.4471,GWh
April 2021,Net Electricity Production,Oil and Petroleum Products,360.664,GWh
April 2021,Net Electricity Production,Natural Gas,8414.7312,GWh
April 2021,Net Electricity Production,Combustible Renewables,3624.9421,GWh
April 2021,Net Electricity Production,Other Combustible Non-Renewables,539.6097,GWh
April 2021,Net Electricity Production,Hydro,1641.411,GWh
April 2021,Net Electricity Production,Wind,9433.7158,GWh
April 2021,Net Electricity Production,Solar,5692.83,GWh
April 2021,Net Electricity Production,Geothermal,11.7115,GWh
April 2021,Net Electricity Production,Other Renewables,0.0,GWh
April 2021,Net Electricity Production,Not Specified,149.9253,GWh
April 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",20404.6104,GWh
April 2021,Total Imports,Electricity,3976.6733,GWh
April 2021,Total Exports,Electricity,6254.2321,GWh
April 2021,Used for pumped storage,Electricity,649.9614,GWh
April 2021,Distribution Losses,Electricity,2285.4031,GWh
April 2021,Final Consumption (Calculated),Electricity,41230.9171,GWh
March 2021,Net Electricity Production,Electricity,49686.383,GWh
March 2021,Net Electricity Production,Nuclear,5503.8434,GWh
March 2021,Net Electricity Production,Total Combustible Fuels,26288.3866,GWh
March 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",12564.3943,GWh
March 2021,Net Electricity Production,Oil and Petroleum Products,342.4313,GWh
March 2021,Net Electricity Production,Natural Gas,9144.6584,GWh
March 2021,Net Electricity Production,Combustible Renewables,3746.4345,GWh
March 2021,Net Electricity Production,Other Combustible Non-Renewables,490.4681,GWh
March 2021,Net Electricity Production,Hydro,2091.7822,GWh
March 2021,Net Electricity Production,Wind,11374.3958,GWh
March 2021,Net Electricity Production,Solar,4263.0117,GWh
March 2021,Net Electricity Production,Geothermal,16.7308,GWh
March 2021,Net Electricity Production,Other Renewables,0.0,GWh
March 2021,Net Electricity Production,Not Specified,148.2325,GWh
March 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",21492.3551,GWh
